year,state,source,winner,loser,winner_party,winner_vote_pct,loser_vote_pct,winner_mention_share,loser_mention_share,winner_ngrams_freq,loser_ngrams_freq,attention_leader_won,status
1968,WI,Google Ngrams,Warren P. Knowles,Bronson C. La Follette,R,0.5288,0.4682,0.7284232038582219,0.2715767961417781,9.032721237645092e-08,3.3676542443572544e-08,1.0,ok
1969,MD,Google Ngrams,Marvin Mandel,Rogers Morton,D,0.7,0.1444,0.7667325706316301,0.23326742936836986,7.380828748182466e-08,2.2455116877040382e-08,1.0,ok
1969,NJ,Google Ngrams,William T. Cahill,Robert B. Meyner,R,0.597,0.385,0.5393066485200301,0.4606933514799699,4.140035514410556e-08,3.536553538907583e-08,1.0,ok
1969,VA,Google Ngrams,Linwood Holton,William C. Battle,R,0.525,0.4539999999999999,0.7765472165902703,0.22345278340972974,3.1893248930714435e-08,9.177336668386715e-09,1.0,ok
1970,AK,Google Ngrams,Bill Egan,Keith H. Miller,D,0.5238,0.4613,0.03848244321908772,0.9615175567809123,1.6456470075532081e-09,4.1117932170209315e-08,0.0,ok
1970,AZ,Google Ngrams,Jack Williams,Raúl Héctor Castro,R,0.509,0.491,1.0,0.0,1.060209768866116e-07,0.0,1.0,loser_zero
1970,AR,Google Ngrams,Dale Bumpers,Winthrop Rockefeller,D,0.6165999999999999,0.3240999999999999,0.13019333596727947,0.8698066640327206,1.3711548785266814e-08,9.160527625340364e-08,0.0,ok
1970,CA,Google Ngrams,Ronald Reagan,Jesse Unruh,R,0.5284,0.4514,0.884046596043203,0.11595340395679699,7.230989353956829e-07,9.484317153862776e-08,1.0,ok
1970,CO,Google Ngrams,John Arthur Love,Mark Anthony Hogan,R,0.5246,0.4524,,,0.0,0.0,,both_zero
1970,CT,Google Ngrams,Thomas J. Meskill,Emilio Q. Daddario,R,0.5376,0.4623,0.27475973410860666,0.7252402658913933,4.169971212775181e-08,1.1006820344050539e-07,0.0,ok
1970,FL,Google Ngrams,Reubin Askew,Claude R. Kirk Jr.,D,0.569,0.431,0.12403874451175825,0.8759612554882418,9.656519694978272e-09,6.819431419557986e-08,0.0,ok
1970,GA,Google Ngrams,Jimmy Carter,Hal Suit,D,0.5935,0.4065,0.8864633530194173,0.11353664698058274,4.0918246568821814e-08,5.240736122846812e-09,1.0,ok
1970,HI,Google Ngrams,John A. Burns,Samuel King,D,0.5760000000000001,0.424,0.8278914609444777,0.17210853905552226,8.447967303482073e-08,1.756229384142216e-08,1.0,ok
1970,ID,Google Ngrams,Cecil Andrus,Don Samuelson,D,0.5222,0.4778,0.14036292731348501,0.859637072686515,5.59232216090777e-09,3.424955252739892e-08,0.0,ok
1970,IA,Google Ngrams,Robert D. Ray,Robert D. Fulton,R,0.51,0.466,0.9433053493794394,0.05669465062056056,4.828969579762088e-08,2.902313056551975e-09,1.0,ok
1970,KS,Google Ngrams,Robert Docking,Kent Frizzell,D,0.5429999999999999,0.447,0.5259685682007886,0.47403143179921137,3.3201670746052514e-08,2.992314840355448e-08,1.0,ok
1970,ME,Google Ngrams,Kenneth Curtis,James Erwin,D,0.5014,0.4986,0.5549188806685591,0.4450811193314409,1.1286120926712329e-08,9.052204763548843e-09,1.0,ok
1970,MD,Google Ngrams,Marvin Mandel,Charles Stanley Blair,D,0.6573,0.3229999999999999,1.0,0.0,1.1853044767917709e-07,0.0,1.0,loser_zero
1970,MA,Google Ngrams,Francis Sargent,Kevin White,R,0.5667,0.4279,0.4510859717678656,0.5489140282321344,2.5063143560544177e-08,3.0498645386956014e-08,0.0,ok
1970,MI,Google Ngrams,William Milliken,Sander Levin,R,0.504,0.487,0.8606058148306356,0.13939418516936442,2.9055317263271263e-08,4.7061525787484015e-09,1.0,ok
1970,MN,Google Ngrams,Wendell Anderson,Douglas M. Head,D,0.5404,0.4553999999999999,0.20350882895424197,0.7964911710457581,1.1655718168412932e-08,4.5618053334806064e-08,0.0,ok
1970,NE,Google Ngrams,James Exon,Norbert Tiemann,D,0.5379999999999999,0.4379999999999999,0.37071217597903183,0.6292878240209682,6.2336220629788386e-09,1.0581639120488262e-08,0.0,ok
1970,NV,Google Ngrams,Mike O'Callaghan,Ed Fike,D,0.481,0.4381,0.3531471009375942,0.6468528990624058,4.59190463431014e-09,8.410905305566985e-09,0.0,ok
1970,NH,Google Ngrams,Walter R. Peterson Jr.,Roger J. Crowley,R,0.4599,0.441,0.6861078209705035,0.3138921790294965,1.1355821172287506e-08,5.195252616996271e-09,1.0,ok
1970,NM,Google Ngrams,Bruce King,Pete Domenici,D,0.5126,0.4637,0.8855364576112077,0.1144635423887923,4.462954805717345e-08,5.768770017233749e-09,1.0,ok
1970,NY,Google Ngrams,Nelson Rockefeller,Arthur Goldberg,R,0.524,0.4029999999999999,0.6895732087927147,0.31042679120728534,5.191712659780023e-07,2.3371654833681532e-07,1.0,ok
1970,OH,Google Ngrams,John J. Gilligan,Roger Cloud,D,0.5418999999999999,0.4342,0.5785489260524515,0.42145107394754855,2.9717537763929158e-08,2.1648105530402972e-08,1.0,ok
1970,OK,Google Ngrams,David Hall,Dewey F. Bartlett,D,0.4842,0.4810999999999999,0.6913383113733307,0.3086616886266693,9.341036388832435e-08,4.1704907971507055e-08,1.0,ok
1970,OR,Google Ngrams,Tom McCall,Robert Straub,R,0.5552,0.441,0.9509064579380516,0.04909354206194838,9.448999094274768e-08,4.87834350693106e-09,1.0,ok
1970,PA,Google Ngrams,Milton Shapp,Ray Broderick,D,0.5529999999999999,0.4175999999999999,0.8193633364796092,0.18063666352039076,2.80454033330102e-08,6.182883538485839e-09,1.0,ok
1970,RI,Google Ngrams,Frank Licht,Herbert DeSimone,D,0.5007,0.4953,0.9736624285037362,0.026337571496263812,4.355546856515957e-08,1.1781755501760749e-09,1.0,ok
1970,SC,Google Ngrams,John C. West,Albert Watson,D,0.521,0.4589999999999999,0.46435989338764344,0.5356401066123566,3.0269333706200996e-08,3.4915739632879195e-08,0.0,ok
1970,SD,Google Ngrams,Richard F. Kneip,Frank Farrar,D,0.5485,0.4515,0.2693184954324974,0.7306815045675026,6.4331462379385584e-09,1.7453613665452394e-08,0.0,ok
1970,TN,Google Ngrams,Winfield Dunn,John Jay Hooker,R,0.5195000000000001,0.4598,0.7447201957184675,0.2552798042815325,2.5058232822061655e-08,8.589616351528662e-09,1.0,ok
1970,TX,Google Ngrams,Preston Smith,Paul Eggers,D,0.534,0.466,0.8917314447974163,0.10826855520258372,1.22126515123e-07,1.4827851391174818e-08,1.0,ok
1970,VT,Google Ngrams,Deane C. Davis,Leo O'Brien Jr.,R,0.57,0.43,0.8469233644896176,0.15307663551038242,7.114697808674464e-08,1.2859416198551799e-08,1.0,ok
1970,WI,Google Ngrams,Patrick Lucey,Jack B. Olson,D,0.5424,0.4488,0.6392374434163784,0.36076255658362155,1.3896511052990945e-08,7.84268960885015e-09,1.0,ok
1970,WY,Google Ngrams,Stanley Hathaway,John J. Rooney,R,0.6279,0.3721,0.0838293666759545,0.9161706333240455,3.993156361126182e-09,4.364118133537431e-08,0.0,ok
1971,KY,Google Ngrams,Wendell Ford,Thomas Emberton,D,0.5056,0.4435,0.9242297804675148,0.0757702195324852,7.196896190109214e-09,5.900160499061613e-10,1.0,ok
1971,LA,Google Ngrams,Edwin Edwards,David Treen,D,0.5717,0.4282999999999999,0.9363427488559499,0.06365725114405008,1.2151196049359214e-08,8.260989253772166e-10,1.0,ok
1972,AR,Google Ngrams,Dale Bumpers,Len E. Blaylock,D,0.7544,0.2455999999999999,0.976697699627031,0.023302300372968987,6.787890960424647e-08,1.6194721674800405e-09,1.0,ok
1972,DE,Google Ngrams,Sherman W. Tribbitt,Russell W. Peterson,D,0.5127,0.4790999999999999,0.06640421419471994,0.93359578580528,5.180189388553913e-09,7.282976000055896e-08,0.0,ok
1972,IL,Google Ngrams,Dan Walker,Richard B. Ogilvie,D,0.5068,0.4902,0.09169039928258599,0.9083096007174141,2.4574145385258817e-08,2.4343805193893786e-07,0.0,ok
1972,IN,Google Ngrams,Otis Bowen,Matthew E. Welsh,R,0.5677,0.4246,0.22822301636610445,0.7717769836338956,2.5684431248507167e-09,8.685650199069528e-09,0.0,ok
1972,IA,Google Ngrams,Robert D. Ray,Paul Franzenburg,R,0.584,0.4029999999999999,0.9830651496830776,0.016934850316922434,4.843271916854519e-08,8.343301050039997e-10,1.0,ok
1972,KS,Google Ngrams,Robert Docking,Morris Kay,D,0.62,0.371,0.9641944523619387,0.03580554763806132,5.758456289584046e-08,2.1384138904068095e-09,1.0,ok
1972,LA,Google Ngrams,Edwin Edwards,David Treen,D,0.5717,0.4282999999999999,0.8869809512727559,0.11301904872724411,2.6216749660079586e-08,3.3405363475402794e-09,1.0,ok
1972,MO,Google Ngrams,Kit Bond,Edward L. Dowd,R,0.552,0.446,0.6260414308916242,0.37395856910837577,3.349380481298958e-09,2.0007134837740637e-09,1.0,ok
1972,MT,Google Ngrams,Thomas Lee Judge,Ed Smith,D,0.5412,0.4588,0.0,1.0,0.0,5.451193985095415e-08,0.0,winner_zero
1972,NH,Google Ngrams,Meldrim Thomson,Roger J. Crowley,R,0.4138,0.3903,0.725029176620724,0.27497082337927603,5.77244585464598e-09,2.1892280210877857e-09,1.0,ok
1972,NC,Google Ngrams,James Holshouser,Skipper Bowles,R,0.51,0.4845,0.9704832298673657,0.029516770132634318,1.966979745748887e-09,5.982472156551566e-11,1.0,ok
1972,ND,Google Ngrams,Arthur A. Link,Richard F. Larsen,D,0.51,0.49,0.8788619677749777,0.12113803222502229,2.7565066673673755e-08,3.799433878626246e-09,1.0,ok
1972,RI,Google Ngrams,Philip Noel,Herbert DeSimone,D,0.5255,0.4707,0.8758928531343457,0.12410714686565427,3.612901444682848e-08,5.1191979544285005e-09,1.0,ok
1972,SD,Google Ngrams,Richard F. Kneip,Carveth Thompson,D,0.6,0.4,0.9768864490201831,0.023113550979816933,2.7677264924363953e-08,6.54855919490771e-10,1.0,ok
1972,TX,Google Ngrams,Dolph Briscoe,Henry Grover,D,0.479,0.45,0.9231308066288851,0.07686919337111486,2.7980610273203865e-08,2.3299481788363607e-09,1.0,ok
1972,UT,Google Ngrams,Cal Rampton,Nicholas L. Strike,D,0.6968000000000001,0.3032,0.22107166776669734,0.7789283322333027,1.7786615930104333e-10,6.266971802615373e-10,0.0,ok
1972,VT,Google Ngrams,Thomas P. Salmon,Luther F. Hackett,D,0.5529999999999999,0.436,0.7985947164486763,0.2014052835513237,8.673856299878935e-09,2.187543257647917e-09,1.0,ok
1972,WA,Google Ngrams,Daniel J. Evans,Albert Rosellini,R,0.5078,0.4282,0.9803622851526475,0.01963771484735255,8.60894644461041e-08,1.7244649042069682e-09,1.0,ok
1972,WV,Google Ngrams,Arch A. Moore Jr.,Jay Rockefeller,R,0.5474,0.4526,0.8231603101582762,0.17683968984172382,9.533862765920276e-08,2.0481615958800603e-08,1.0,ok
1973,NJ,Google Ngrams,Brendan Byrne,Charles W. Sandman Jr.,D,0.667,0.319,0.2841373939987511,0.715862606001249,1.1908624086842678e-08,3.000287485122044e-08,0.0,ok
1974,AL,Google Ngrams,George Wallace,Elvin McCary,D,0.8316,0.1477,0.9987821536827137,0.0012178463172862752,7.307830571789964e-07,8.91066637143112e-10,1.0,ok
1974,AK,Google Ngrams,Jay Hammond,Bill Egan,R,0.4767,0.4736999999999999,0.6329315283844547,0.36706847161554534,8.126609607472801e-09,4.713025081315436e-09,1.0,ok
1974,AZ,Google Ngrams,Raúl Héctor Castro,Russell Williams,D,0.504,0.496,0.0,1.0,0.0,1.3262757114773649e-08,0.0,winner_zero
1974,AR,Google Ngrams,David Pryor,Ken Coon,D,0.6557,0.3440999999999999,0.958082584336556,0.04191741566344398,2.5567342909482704e-08,1.1186060133727693e-09,1.0,ok
1974,CA,Google Ngrams,Jerry Brown,Houston Flournoy,D,0.5011,0.4725,0.7531263835981091,0.24687361640189087,5.51828733819093e-08,1.8088857078879528e-08,1.0,ok
1974,CO,Google Ngrams,Richard Lamm,John Vanderhoof,D,0.5322,0.4571,0.5097367489443059,0.4902632510556941,1.3941033216724463e-08,1.3408443244600221e-08,1.0,ok
1974,CT,Google Ngrams,Ella Grasso,Robert H. Steele,D,0.5835,0.3992,0.44138716766001507,0.5586128323399849,3.487466671003858e-08,4.413684351334268e-08,0.0,ok
1974,FL,Google Ngrams,Reubin Askew,Jerry Thomas,D,0.612,0.3879999999999999,0.835929421092481,0.16407057890751897,7.264220514002773e-08,1.425772122587432e-08,1.0,ok
1974,GA,Google Ngrams,George Busbee,Ronnie Thompson,D,0.691,0.309,0.6940408048397558,0.30595919516024417,1.9187798017128443e-08,8.458700406777098e-09,1.0,ok
1974,HI,Google Ngrams,George Ariyoshi,Randolph Crossley,D,0.546,0.4539999999999999,0.8277809767003387,0.17221902329966132,1.3064715531641014e-08,2.7181012995924902e-09,1.0,ok
1974,ID,Google Ngrams,Cecil Andrus,Jack Murphy,D,0.7092,0.2647,0.46583902419132067,0.5341609758086794,1.7958495135417252e-08,2.059236514639906e-08,0.0,ok
1974,IA,Google Ngrams,Robert D. Ray,James Schaben,R,0.581,0.41,0.9724325299221908,0.027567470077809242,6.041312339277738e-08,1.7126504103792684e-09,1.0,ok
1974,KS,Google Ngrams,Robert F. Bennett,Vern Miller,R,0.495,0.49,0.4834501622861662,0.5165498377138338,4.025801647600247e-08,4.3014303230393125e-08,0.0,ok
1974,MD,Google Ngrams,Marvin Mandel,Louise Gore,D,0.635,0.365,0.9238036658962047,0.07619633410379534,1.3081758254429587e-07,1.0789976911951271e-08,1.0,ok
1974,MA,Google Ngrams,Michael Dukakis,Francis Sargent,D,0.535,0.4229,0.2044017082914598,0.7955982917085402,1.2501398138908826e-08,4.865952973887033e-08,0.0,ok
1974,MI,Google Ngrams,William Milliken,Sander Levin,R,0.511,0.4679999999999999,0.8848709811896267,0.1151290188103733,3.4682852145806464e-08,4.512525353383978e-09,1.0,ok
1974,MN,Google Ngrams,Wendell Anderson,John W. Johnson,D,0.628,0.2935,0.7820088258610773,0.21799117413892266,5.582501216849778e-08,1.556166573379869e-08,1.0,ok
1974,NE,Google Ngrams,James Exon,Richard D. Marvel,D,0.5920000000000001,0.354,0.9886161888467395,0.011383811153260481,3.797901904079026e-08,4.373243989164166e-10,1.0,ok
1974,NV,Google Ngrams,Mike O'Callaghan,Shirley Crumpler,D,0.6738,0.171,0.9147099248684111,0.08529007513158893,3.7651844309039006e-08,3.510761764635717e-09,1.0,ok
1974,NH,Google Ngrams,Meldrim Thomson,Richard W. Leonard,R,0.5115,0.4879,0.9650615617577509,0.03493843824224907,3.945487137002601e-08,1.4283975668938353e-09,1.0,ok
1974,NM,Google Ngrams,Jerry Apodaca,Joe Skeen,D,0.4993999999999999,0.488,0.817509489439804,0.18249051056019605,1.9799049510993427e-08,4.4196901693993595e-09,1.0,ok
1974,NY,Google Ngrams,Hugh Carey,Malcolm Wilson,D,0.5722,0.4194,0.15666227055530402,0.843337729444696,5.541713399281889e-08,2.983191791372519e-07,0.0,ok
1974,OH,Google Ngrams,Jim Rhodes,John J. Gilligan,R,0.4861999999999999,0.4825,0.0484614296113706,0.9515385703886294,4.978665701926843e-09,9.775593667882276e-08,0.0,ok
1974,OK,Google Ngrams,David Boren,Jim Inhofe,D,0.6391,0.3609,0.7140513776531305,0.28594862234686946,5.350087151079208e-09,2.142492960821585e-09,1.0,ok
1974,OR,Google Ngrams,Robert Straub,Victor Atiyeh,D,0.5771999999999999,0.4214,0.44102719984726885,0.5589728001527312,6.799555141157043e-09,8.617986324566118e-09,0.0,ok
1974,PA,Google Ngrams,Milton Shapp,Drew Lewis,D,0.5366,0.4511,0.9381473984755186,0.061852601524481354,7.577474647746385e-08,4.995872937563206e-09,1.0,ok
1974,RI,Google Ngrams,Philip Noel,James W. Nugent,D,0.7848,0.2152,0.9941745959214683,0.005825404078531715,3.2079134903995055e-08,1.8796891820827e-10,1.0,ok
1974,SC,Google Ngrams,James B. Edwards,W.J. Bryan Dorn,R,0.503,0.47,0.9383583780678824,0.06164162193211764,1.2322145082066527e-08,8.094530046243165e-10,1.0,ok
1974,SD,Google Ngrams,Richard F. Kneip,John E. Olson,D,0.536,0.4639999999999999,0.879583120482684,0.12041687951731594,3.23866160556463e-08,4.433799549730111e-09,1.0,ok
1974,TN,Google Ngrams,Ray Blanton,Lamar Alexander,D,0.5543,0.4377,0.8409469786461136,0.15905302135388644,1.8181772531988827e-08,3.438820672663212e-09,1.0,ok
1974,TX,Google Ngrams,Dolph Briscoe,Jim Granberry,D,0.614,0.311,0.9853536529497304,0.01464634705026957,1.0769098679475064e-07,1.6007243308635566e-09,1.0,ok
1974,VT,Google Ngrams,Thomas P. Salmon,Walter L. Kennedy,D,0.565,0.381,0.8865506927330745,0.11344930726692548,4.972722322804657e-08,6.363447768720221e-09,1.0,ok
1974,WI,Google Ngrams,Patrick Lucey,William Dyke,D,0.5318999999999999,0.4206,0.8560204578199385,0.14397954218006148,2.862064807374054e-08,4.813889398214144e-09,1.0,ok
1974,WY,Google Ngrams,Edgar Herschler,Dick Jones,D,0.5588000000000001,0.4412,0.0,1.0,0.0,2.4488147509771352e-08,0.0,winner_zero
1975,KY,Google Ngrams,Julian Carroll,Bob Gable,D,0.6284000000000001,0.3716,0.977004242698287,0.022995757301712993,2.961831091496947e-08,6.971264399080468e-10,1.0,ok
1975,MS,Google Ngrams,Cliff Finch,Gil Carmichael,D,0.5219,0.4514,0.6737446671808605,0.32625533281913954,1.1302187408190889e-08,5.4729916154627745e-09,1.0,ok
1976,AR,Google Ngrams,David Pryor,Leon Griffith,D,0.8323999999999999,0.1674,0.9737157551482966,0.026284244851703442,4.5045407404131765e-08,1.2159447060344775e-09,1.0,ok
1976,DE,Google Ngrams,Pete du Pont,Sherman W. Tribbitt,R,0.5686,0.4246,0.05327296277156281,0.9467270372284372,1.4330298614417813e-09,2.5466729169920654e-08,0.0,ok
1976,IL,Google Ngrams,Jim Thompson,Michael Howlett,R,0.6468,0.3471,0.892724957495226,0.10727504250477404,6.455571899266488e-08,7.75739206204662e-09,1.0,ok
1976,IN,Google Ngrams,Otis Bowen,Larry A. Conrad,R,0.5685,0.4263,0.7631229935684446,0.2368770064315554,1.7200463275912625e-08,5.339105602075733e-09,1.0,ok
1976,MO,Google Ngrams,Joseph Teasdale,Kit Bond,D,0.502,0.496,0.20497656200599162,0.7950234379940084,3.0900182412807453e-09,1.1984965020417349e-08,0.0,ok
1976,MT,Google Ngrams,Thomas Lee Judge,Bob Woodahl,D,0.617,0.366,,,0.0,0.0,,both_zero
1976,NH,Google Ngrams,Meldrim Thomson,Harry V. Spanos,R,0.5766,0.4232,0.9745467925998934,0.025453207400106592,6.731281843030956e-08,1.7580757960544702e-09,1.0,ok
1976,NC,Google Ngrams,Jim Hunt,David Flaherty,D,0.6498999999999999,0.3389999999999999,0.6215014722454337,0.37849852775456627,9.073649831492503e-09,5.525913060466792e-09,1.0,ok
1976,ND,Google Ngrams,Arthur A. Link,Richard Elkin,D,0.516,0.465,0.9073272111829354,0.09267278881706464,3.748496091304787e-08,3.82864728809551e-09,1.0,ok
1976,RI,Google Ngrams,J. Joseph Garrahy,James L. Taft Jr.,D,0.5482,0.4471,0.6426909115929962,0.3573090884070038,9.312228321789462e-09,5.17720688542056e-09,1.0,ok
1976,UT,Google Ngrams,Scott M. Matheson,Vernon B. Romney,D,0.5202,0.4596,0.27130167404612915,0.7286983259538709,6.205785885171622e-09,1.666832982749611e-08,0.0,ok
1976,VT,Google Ngrams,Richard Snelling,Stella B. Hackel,R,0.534,0.4039999999999999,0.37119221975295397,0.628807780247046,5.265655245167977e-09,8.920135741163904e-09,0.0,ok
1976,WA,Google Ngrams,Dixy Lee Ray,John Spellman,D,0.5314,0.4443,0.9343994259317947,0.0656005740682053,1.730733458771283e-07,1.2150811024014274e-08,1.0,ok
1976,WV,Google Ngrams,Jay Rockefeller,Cecil H. Underwood,D,0.6615000000000001,0.3382,0.6746834647491443,0.3253165352508557,1.0347546819389208e-08,4.989344271066898e-09,1.0,ok
1977,NJ,Google Ngrams,Brendan Byrne,Raymond Bateman,D,0.557,0.418,0.9723499497285771,0.027650050271422866,1.0319968168914784e-07,2.934618742456152e-09,1.0,ok
1977,VA,Google Ngrams,John N. Dalton,Henry Howell,R,0.5589999999999999,0.433,0.29660779347199207,0.7033922065280079,1.9794436756370715e-08,4.6941627473984227e-08,0.0,ok
1978,AL,Google Ngrams,Fob James,H. Guy Hunt,D,0.726,0.259,1.0,0.0,1.3294052081391783e-08,0.0,1.0,loser_zero
1978,AZ,Google Ngrams,Bruce Babbitt,Evan Mecham,D,0.525,0.4479999999999999,0.969218743989442,0.030781256010558034,3.921378954885313e-08,1.245384184667131e-09,1.0,ok
1978,AR,Google Ngrams,Bill Clinton,Lynn Lowe,D,0.6335999999999999,0.3664,0.9457669883267308,0.054233011673269216,4.056532620921871e-08,2.326133008434539e-09,1.0,ok
1978,CA,Google Ngrams,Jerry Brown,Evelle Younger,D,0.5605,0.365,0.8900707592270066,0.10992924077299338,4.78479549315125e-07,5.9095182081136954e-08,1.0,ok
1978,CO,Google Ngrams,Richard Lamm,Ted L. Strickland,D,0.5876,0.3853,0.9804399568522558,0.019560043147744177,3.133940218447151e-08,6.252295764452853e-10,1.0,ok
1978,CT,Google Ngrams,Ella Grasso,Ronald Sarasin,D,0.5915,0.4074,0.8426507669241866,0.1573492330758134,7.770733745360303e-08,1.4510388446353772e-08,1.0,ok
1978,FL,Google Ngrams,Bob Graham,Jack Eckerd,D,0.5559000000000001,0.4440999999999999,0.4113190615367011,0.5886809384632989,3.303363715900787e-08,4.7277829651193315e-08,0.0,ok
1978,GA,Google Ngrams,George Busbee,Rodney Mims Cook Sr.,D,0.807,0.193,1.0,0.0,8.44476879535705e-08,0.0,1.0,loser_zero
1978,HI,Google Ngrams,George Ariyoshi,John Leopold,D,0.545,0.4429999999999999,0.7704276731804809,0.2295723268195191,1.6715651529608522e-08,4.980936108012202e-09,1.0,ok
1978,ID,Google Ngrams,John Evans,Allan Larsen,D,0.5875,0.3956,0.9979022237670506,0.0020977762329493777,2.825874645395743e-07,5.940514538615993e-10,1.0,ok
1978,IL,Google Ngrams,Jim Thompson,Michael Bakalis,R,0.5904,0.401,0.5071025262167834,0.4928974737832166,7.462011453185369e-08,7.252984168815146e-08,1.0,ok
1978,IA,Google Ngrams,Robert D. Ray,Jerome D. Fitzgerald,R,0.583,0.41,1.0,0.0,3.6408238202056964e-08,0.0,1.0,loser_zero
1978,KS,Google Ngrams,John W. Carlin,Robert F. Bennett,D,0.494,0.473,0.0515257495146369,0.9484742504853632,2.16058532176433e-09,3.977156204371113e-08,0.0,ok
1978,ME,Google Ngrams,Joseph Brennan,Linwood E. Palmer Jr.,D,0.478,0.344,0.9431163880574526,0.05688361194254743,2.6419050058734683e-08,1.5934523145411106e-09,1.0,ok
1978,MD,Google Ngrams,Harry Hughes,John Glenn Beall Jr.,D,0.7062,0.2938,1.0,0.0,2.391116105115998e-08,0.0,1.0,loser_zero
1978,MA,Google Ngrams,Edward J. King,Francis W. Hatch Jr.,D,0.5251,0.4719,0.40741680574397415,0.5925831942560258,1.4265151060399717e-08,2.0748502915779454e-08,0.0,ok
1978,MI,Google Ngrams,William Milliken,William B. Fitzgerald Jr.,R,0.568,0.431,0.8922955956350817,0.10770440436491835,4.102117401316718e-08,4.9514545796824905e-09,1.0,ok
1978,MN,Google Ngrams,Al Quie,Rudy Perpich,R,0.5235,0.4529999999999999,0.22608899747075184,0.7739110025292482,2.4416780597391607e-08,8.357954328630512e-08,0.0,ok
1978,NE,Google Ngrams,Charles Thone,Gerald T. Whelan,R,0.5589999999999999,0.44,0.9455755663799257,0.05442443362007432,4.840564926666957e-08,2.7860809215241034e-09,1.0,ok
1978,NV,Google Ngrams,Robert List,Robert E. Rose,R,0.562,0.397,0.8757363778891671,0.12426362211083286,5.366758415448203e-08,7.615223673873572e-09,1.0,ok
1978,NH,Google Ngrams,Hugh Gallen,Meldrim Thomson,D,0.4938,0.4543,0.08358456821644407,0.9164154317835559,6.644923278287251e-09,7.285447978233606e-08,0.0,ok
1978,NM,Google Ngrams,Bruce King,Joe Skeen,D,0.5055,0.4945,0.9422736227087313,0.05772637729126873,5.123490964820121e-08,3.1387971111129787e-09,1.0,ok
1978,NY,Google Ngrams,Hugh Carey,Perry Duryea,D,0.5095000000000001,0.4522,0.9083358871023346,0.0916641128976654,1.7938822338692262e-07,1.810284344649915e-08,1.0,ok
1978,OH,Google Ngrams,Jim Rhodes,Dick Celeste,R,0.4931,0.4764,0.6440977539762629,0.3559022460237371,7.739488605551514e-09,4.276526910373946e-09,1.0,ok
1978,OK,Google Ngrams,George Nigh,Ron Shotts,D,0.5174,0.4721,0.9469994395408837,0.053000560459116275,1.255398718313927e-08,7.026069170912308e-10,1.0,ok
1978,OR,Google Ngrams,Victor Atiyeh,Robert Straub,R,0.5471,0.4493,0.31160694165927794,0.6883930583407221,9.730344086023024e-09,2.149599520606671e-08,0.0,ok
1978,PA,Google Ngrams,Dick Thornburgh,Pete Flaherty,R,0.5254,0.4644,0.3395099142398454,0.6604900857601546,1.2224116385795014e-08,2.3781066005312823e-08,0.0,ok
1978,RI,Google Ngrams,J. Joseph Garrahy,Lincoln Almond,D,0.6279,0.3073,0.9662758399461459,0.033724160053854146,3.249534152871547e-08,1.1341255296004604e-09,1.0,ok
1978,SC,Google Ngrams,Richard Riley,Edward Lunn Young,D,0.613,0.377,1.0,0.0,1.0279729067974586e-08,0.0,1.0,loser_zero
1978,SD,Google Ngrams,Bill Janklow,Roger D. McKellips,R,0.5660000000000001,0.434,1.0,0.0,1.6223247051305734e-10,0.0,1.0,loser_zero
1978,TN,Google Ngrams,Lamar Alexander,Jake Butcher,R,0.5584,0.4416,0.5864584197333722,0.4135415802666278,1.535119942275287e-08,1.0824909413287287e-08,1.0,ok
1978,TX,Google Ngrams,Bill Clements,John Hill,R,0.4996,0.4924,0.043132577566568846,0.9568674224334311,1.1682840472815315e-08,2.5917601220726283e-07,0.0,ok
1978,VT,Google Ngrams,Richard Snelling,Edwin Granai,R,0.628,0.341,0.9474134921429489,0.0525865078570511,1.3625425676622172e-08,7.562838827412932e-10,1.0,ok
1978,WI,Google Ngrams,Lee S. Dreyfus,Martin J. Schreiber,R,0.5437,0.4489,0.12135120120324296,0.8786487987967571,4.0384020572048485e-09,2.924023068118231e-08,0.0,ok
1978,WY,Google Ngrams,Edgar Herschler,John Ostlund,D,0.5085999999999999,0.4914,0.0,1.0,0.0,1.1887036077684598e-09,0.0,winner_zero
1979,KY,Google Ngrams,John Y. Brown Jr.,Louie Nunn,D,0.5941,0.4059,0.84545492864585,0.15454507135414997,2.1435726971219538e-08,3.9183472022585875e-09,1.0,ok
1979,MS,Google Ngrams,William F. Winter,Gil Carmichael,D,0.611,0.389,0.46403159533631566,0.5359684046636843,5.245526679686918e-09,6.058717971768601e-09,0.0,ok
1980,AR,Google Ngrams,Frank D. White,Bill Clinton,R,0.5193,0.4807,0.016670808921708483,0.9833291910782915,1.349068301514933e-09,7.957491732213384e-08,0.0,ok
1980,DE,Google Ngrams,Pete du Pont,William J. Gordy,R,0.7066,0.2854,0.73474219789501,0.26525780210498995,2.024128475941467e-09,7.307540961232206e-10,1.0,ok
1980,IN,Google Ngrams,Robert D. Orr,John A. Hillenbrand II,R,0.5771999999999999,0.4192,0.9190584084994159,0.08094159150058411,3.0639414561051126e-08,2.6984171563881887e-09,1.0,ok
1980,MO,Google Ngrams,Kit Bond,Joseph Teasdale,R,0.5263,0.4702,0.3333836360384035,0.6666163639615965,5.13445241878685e-09,1.026658069669395e-08,0.0,ok
